Category,cleaned_resume
INFORMATION-TECHNOLOGY,"C#, Oracle SQL, SQL Server, SQL*Plus, TFS, SharePoint, SharePoint Designer, Database Design, Database Administration, Data Management, ASP.NET, Team Leadership, IIS, PL/SQL, ADO.NET, Tactical Planning, Application Development, Web Applications, IT Strategy, Microsoft SQL Server, Software Development, Agile Methodologies, Requirements Analysis, SDLC, XML, Information Technology, Software Project Management, Project Management, Analysis, Business Intelligence, Leadership, .NET, asp.net, VB.NET, Adabas, ADO, Agile, Application Development, ASP, Banking, banyan, billing, business analysis, Business Intelligence, cardiology, client server, hardware, Data Management, help desk support, help desk, Information Technology, IT Strategy, Leadership, Team Leadership, mainframe, office, Natural, Network Administrator, network administration, network support, Novell, object modeling, Oracle, Oracle DBA, developer, PL/SQL, programming, Requirements Analysis, research, Software Development, Microsoft SQL Server, sql server, Tableau, Web Applications, Year 2000"
INFORMATION-TECHNOLOGY,"IT Strategy, IT Management, Project management, Business Intelligence, Cloud computing, SOX, HIPAA, GLBA, Team building, Enterprise platforms, Business continuity, Disaster recovery, Budgeting/Cost control, IT Infrastructure, Microsoft Certified Systems Engineer (MCSE), Microsoft Certified Systems Administrator (MCSA), Cisco Certified Network Associate (CCNA), Citrix Certified Administrator (CCA), Active Directory, Microsoft Exchange, HP Insight Manager, EMC Avamar, Symantec Ghost, LanGuard Network Security Scanner, Voltage Email Encryption, Websense, Quest Archive Manager, MS Project, Symantec Backup Exec, Microsoft IIS, SharePoint, CA ArcServe, Barracuda Spam Firewall, Blackberry Enterprise Server, Sophos Anti-virus, Trend Micro Anti-Virus, Bradford Networks Network Sentry, VMWare, Hyper-V, Cisco Call Manager, Cisco UCCX, Exact Target, Cvent, Cisco firewalls, Cisco routers, Cisco switches, Checkpoint firewalls, HP Procurve switches, Meraki Wi-Fi, Cisco Wi-Fi, HP Proliant, Dell PowerEdge"
INFORMATION-TECHNOLOGY,"streamline, Banking, budget, Business Systems, Cisco, Consulting, contracts, CRM, Customer Service, E-Business, Email, Senior Management, Finance, Information Systems, Information Technology, Insurance, Investments, ITIL, Leadership, Director, Managing, MSA, negotiating, Enterprise, Oracle, Project Management, quality, Relationship Management, RFI, RFP, Sales, Sales Support, SLA, Strategic, technical support, Vendor Management, VoIP"
INFORMATION-TECHNOLOGY,"good communication skills, hardware, Computer Knowledge, excellent customer service, Customer Support, electrical wiring, English, filing, IBM, Information technology, leadership, mechanic, Excel, Microsoft Office, Outlook, PowerPoint, Windows 7, Word, migration, weapons, Multi-tasking, network administration, network, Operating System, problem solving skills, Project Management, quality, record keeping, shipping, Spanish, Supervisor, supervising, supervision, Technical support, Technician, answering phones, troubleshooting, typing"
INFORMATION-TECHNOLOGY,"A+ Certified, Active Directory, billing, business process, cash flow, Cisco, Cisco Routers, hardware, network systems, content management, contracts, databases, delivery, disaster recovery, email, ERP, extranet, financial, firewalls, internet marketing, Microsoft Access, Microsoft Certified Professional, Microsoft Exchange, Microsoft Office, Microsoft Windows 2003, network security, Office Suites, operating systems, reporting, SCO UNIX, servers, Microsoft SQL, SQL 2000, Sybase, system administrator, training employees, website"
INFORMATION-TECHNOLOGY,"Hardware updates, Process improvement implementation, Permissions management, Software licenses and patches, Excellent problem solving skills, Operating systems, Task estimation, GUI and tools, Knowledge of streaming video platforms, Timeline management, Operational support, Windows operating systems"
INFORMATION-TECHNOLOGY,"Python, Visual Basic, C#, A+ certification, Cisco certification, web design, game design, help desk, Java, Javascript, mobile applications, network setup, desktop setup, laptop setup, printer setup, hardware repair, software repair, diagnostic procedures, router configuration, switch configuration, wireless controller configuration, project management, data analysis, Google Suite, Microsoft Suite, educational technology"
INFORMATION-TECHNOLOGY,"Small business development, Project management, Leadership/communication skills, Business operations organization, Client account management, Negotiations expert, Budgeting expertise, Employee relations, Self-motivated, Collaborative, Decisive, Enterprise platforms, Forecasting specialist, Knowledge of Product Lifecycle Management (PLM), Hardware and software upgrade planning, Product requirements documentation, Self-directed, Scrum methodology, Performance criteria tracking, Enterprise Resource Planning Systems, Education Software, Accounting Systems, Learning Management Systems, Manufacturing Systems, Customer Relationship Management Systems, Microsoft Server, Microsoft SQL server, Microsoft Exchange, Microsoft SharePoint, Linux, Storage Area Network, Active Directory, Microsoft Terminal Services, Microsoft Remote desktop Services, Citrix, Network Devices and Monitoring Tools, Virtual System, Cloud based phone systems, Cloud based storage and backup, Cloud Technologies, Miscellaneous Applications and Desktop Applications."
INFORMATION-TECHNOLOGY,"Accounting, Active Directory, anti-virus, Apple, Arcserve, Audio, Backup, BGP, budgets, Cisco Routers, Citrix, hardware, contracts, DHCP, disaster recovery, DNS, Firewalls, FTP, hardware configuration and troubleshooting, HP, imaging, IP, LAN, leadership, Lotus Notes, Mac, Director, Exchange Server, Mail, Windows 7, network administration, NAS, networking, Novell servers, Operating Systems, PCI, camera, policies, Project leader, proposals, real estate, risk management, SAN, server configuration, SQL, SSL, Switches, Symantec, technical support, Trend, troubleshooting, UNIX, upgrading, Video, VPN, WAN, Windows Server"
INFORMATION-TECHNOLOGY,"Chinese, English, Japanese, Microsoft Office, Excel, Power Point, Word, Outlook, SQL, Adobe Suite, Flash, Photoshop, Illustrator, 3D Max, PHP, Java, C#, Visual Basic, HTML, Coding, Programming, Customer relationship management (CRM), ERP System, RFID, E-Commerce, Electronic Product Code (EPC), Financial Accounting, Human Resources (HR), Business Marketing, International Trade (Import and Export), App Development, SEM, analysis, QMS, Statistics, Healthcare"
INFORMATION-TECHNOLOGY,"interpersonal, hardware, concept, content, clients, customer satisfaction, Database, debugging, desktops, direction, documentation, engineer, functional, Help Desk, human resource, J2EE, LDAP, Linux, Mainframe, memory, access, Excel, MS Office, Outlook, PowerPoint, Windows, Word, network management, network, networks, operating system, optimization, Oracle, organizational skills, policies, problem analysis, processes, real-time, research, self-starter, servers, spreadsheet, system integration, Team player, technical support, troubleshoot, troubleshooting, UNIX, validation, video, web applications"
INFORMATION-TECHNOLOGY,"Issue escalation, Reporting and analysis, Quality control, Schematic understanding, Critical thinking, Data management, Network Administration, Experience in leadership, Improvement plan knowledge, Supervision, Hardware repair, Computer configurations, System upgrades, New program installations, Organizational leadership, Troubleshooting and Maintenance, Equipment repair, Power and hand tool use, Troubleshooting and repairs, Preventative maintenance, Telecommunications systems, Component repairs, Multitasking, Part inspections, Friendly, positive attitude, LAN and WAN configurations, Server and System Administration, End-User Training, Program installations, Software testing, Server improvements, Data backups, Project management, Security technologies, Network configuration, Time management, Active Directory knowledge, Cybersecurity analysis, System Administration, Microsoft Office, MS Office, Apple iOS Technician, Help desk assistance, Application software testing, Mechanical abilities, Information Systems Security Professional, Advanced knowledge of Windows OS, Advanced knowledge of Google Chrome OS, Soldering, Database management, Technical knowledge of server system softwares, Servers, storage systems, network equipment, PCs or notebooks of any brands."
INFORMATION-TECHNOLOGY,"Desktops, Ethernet cables, Cisco routers, Video & Sound Cards, CD-ROM Drives, Multiplexors, Scanners, Monitors, Switches, TCP/IP Configuration, Installing, adding and deleting user accounts with Active Directory, Strong software and application knowledge such as Avaya, Microsoft Office, and Remedy, Experience with Information Technology Service Management (ITSM), Diagnosed computer errors, Provided technical support, Backed up and restored organizational data files and systems, Installed, configured and upgraded PC software and operating systems, Created and updated IT support tickets, Provided customer support for email, hosted applications, desktop, system and network problems, Fluent in Dari, Dutch, and Russian"
INFORMATION-TECHNOLOGY,"apple, Art, Oral, conflict resolution, CPR, creativity, Designing, Documentation, First Aid, Flash, fundraising, drawing, instruction, organizing, express, Read, Recording, Safety, sound, Teaching, Transportation"
INFORMATION-TECHNOLOGY,"administrative duties, Adobe Acrobat, asset management, billing system, computer repair and upgrade, hardware, CRM, data entry, database, delivery, financial, information technology, inventory, laptop computers, legal documents, marketing, Microsoft Certified Systems Engineer, Microsoft Excel, MS Word, network setup, Notary Public, order office supplies, organizational, peripherals, printers, programming, quality control, reporting, routers, servers, software engineering, install software, spreadsheets, SQL, system administration, telecommunications, troubleshooting, upgrade, Visual Basic, Visual Basic programming"
INFORMATION-TECHNOLOGY,"A+, A+ Certified, Active Directory, administrative, Adobe, Dreamweaver, automation, backup, C, C+, C++, hardware configuration, computer hardware, configuration management, customer service, customer support, databases, Decision Support, disaster recovery, Email, equipment installation, XML, fax machines, features, Help desk, HTML, information security, Information Systems, Information Technology, computer support, IT support, Local Area Network, LAN, leadership, logistics, Microsoft Certified Professional, MCP, Microsoft Exchange, Outlook, SharePoint, MS Windows, Win 7, Windows 2000, Windows XP, monitors, network administrator, Network, operating systems, ORACLE, peripherals, policies, printers, processes, Programming, project management, repairs, reporting, safety, scanners, servers, software development, software troubleshooting, Spanish, Spreadsheet, SQL, strategic, System Administrator, systems administration, Systems Analysis, technical support, technical assistance, user manuals, telecommunications, telephones, troubleshoot, troubleshooting, upgrades, video, Visio, Vista, Visual Basic, Wide Area Network (WAN)"
